training_mse,test_mse
0.0589667409658432,0.036777395755052567
0.02146575227379799,0.03504429757595062
0.0198814757168293,0.03363621607422829
0.01867002062499523,0.03230780363082886
0.017646118998527527,0.031971678137779236
0.01699659787118435,0.03185328096151352
0.016628611832857132,0.03152467682957649
0.016301650553941727,0.032023001462221146
0.01608884148299694,0.03053268790245056
0.015960760414600372,0.03297585994005203
0.01585187204182148,0.03212908282876015
0.01570441760122776,0.031107112765312195
0.015630614012479782,0.032346390187740326
0.015583738684654236,0.031525932252407074
0.015510755591094494,0.030503302812576294
0.015475216321647167,0.031034553423523903
0.015422763302922249,0.031319279223680496
0.015397601760923862,0.031177664175629616
0.015362619422376156,0.03235314413905144
0.015338246710598469,0.031194934621453285
0.015322263352572918,0.03206276893615723
0.015298317186534405,0.03267990052700043
0.015285653993487358,0.031385064125061035
0.015282424166798592,0.03163180500268936
0.015259791165590286,0.031123073771595955
0.015238992869853973,0.031718313694000244
0.015249033458530903,0.03187904879450798
0.015234773978590965,0.03386895731091499
0.01519952155649662,0.032166339457035065
0.01521762553602457,0.034040167927742004
0.015220395289361477,0.0316980741918087
0.015247758477926254,0.030539710074663162
0.015204631723463535,0.03286127373576164
0.01523950882256031,0.03175417333841324
0.01518154889345169,0.032166603952646255
0.015185067430138588,0.031776100397109985
0.015199878253042698,0.030980322510004044
0.01519946102052927,0.03213608264923096
0.01516061369329691,0.032168470323085785
0.015131684020161629,0.03205232322216034
0.015148286707699299,0.032069552689790726
0.015157571993768215,0.03217948600649834
0.015151792205870152,0.033027153462171555
0.015150466002523899,0.030973108485341072
0.015150999650359154,0.03148377686738968
0.015133095905184746,0.03234397992491722
0.015120848082005978,0.03242454305291176
0.015123236924409866,0.03292207419872284
0.015105215832591057,0.032829515635967255
0.015115040354430676,0.03313535451889038
0.01510542631149292,0.03321079537272453
0.015097620896995068,0.03184160962700844
0.015127087011933327,0.03297335281968117
0.015115211717784405,0.031816136091947556
0.01511402428150177,0.0314035601913929
0.015083893202245235,0.032683998346328735
0.015079895034432411,0.032482508569955826
0.015090911649167538,0.03231726214289665
0.01507353875786066,0.031348470598459244
0.015055439434945583,0.03132141754031181
0.015064009465277195,0.03137591481208801
0.015028993599116802,0.032916028052568436
0.015034236945211887,0.031818076968193054
0.015029141679406166,0.03187155723571777
0.015027529560029507,0.03087492100894451
0.015038739889860153,0.03114974871277809
0.015017363242805004,0.03242989629507065
0.015024090185761452,0.031593844294548035
0.015031483955681324,0.032146137207746506
0.015022206120193005,0.03248867765069008
0.015027433633804321,0.03172709792852402
0.015005772933363914,0.03226812928915024
0.015011454932391644,0.031686995178461075
0.01498567033559084,0.032676056027412415
0.015011697076261044,0.03134360536932945
0.014987796545028687,0.032677169889211655
0.014990142546594143,0.03288235142827034
0.01499280147254467,0.03131236881017685
0.015008711256086826,0.033137526363134384
0.014997280202805996,0.031356748193502426
0.014999231323599815,0.03278928995132446
0.015011081472039223,0.031784676015377045
0.015001335181295872,0.032298311591148376
0.01498109009116888,0.032576482743024826
0.01498432271182537,0.03267426788806915
0.014997291378676891,0.0326622799038887
0.014979695901274681,0.03288520127534866
0.014993139542639256,0.03137251362204552
0.014980960637331009,0.03132225200533867
0.014970021322369576,0.03181426599621773
0.014965859241783619,0.032746821641922
0.014980142004787922,0.03161418437957764
0.014965943060815334,0.03425228223204613
0.014976710081100464,0.03251474350690842
0.014983678236603737,0.031433627009391785
0.014942536130547523,0.032639674842357635
0.014980223961174488,0.03139713779091835
0.014972813427448273,0.03249124810099602
0.014977501705288887,0.032984938472509384
0.014981057494878769,0.03174889460206032
